Execution_Rep.csv
Order ID,Client Order ID,Instrument,Side,Exec Status,Quantity,Price,Reason,Transaction Time
ord3745,aa13,Rose,2,0,100,55.00,,20231213-163925.207
ord3746,aa14,Rose,2,0,100,45.00,,20231213-163925.207
ord3747,aa15,Rose,1,2,100,1.00,,20231213-163925.207
ord3738,aa15,Rose,2,3,100,1.00,,20231213-163925.207
ord3748,aa13,Rose,2,0,100,55.00,,20231213-163925.207
ord3749,aa14,Rose,2,0,100,45.00,,20231213-163925.207
ord3750,aa15,Rose,1,3,100,1.00,,20231213-163925.207
ord3738,aa15,Rose,2,2,100,1.00,,20231213-163925.207
ord3750,aa15,Rose,1,2,100,1.00,,20231213-163925.207
ord3735,aa15,Rose,2,2,100,1.00,,20231213-163925.207
ord3751,aa13,Rose,1,2,100,45.00,,20231213-163925.207
ord3749,aa14,Rose,2,2,100,45.00,,20231213-163925.207
ord3752,aa14,Rose,1,2,100,45.00,,20231213-163925.207
ord3746,aa14,Rose,2,2,100,45.00,,20231213-163925.207
ord3753,aa15,Rose,2,0,300,1.00,,20231213-163925.208
ord3754,aa13,Rose,1,2,100,1.00,,20231213-163925.208
ord3753,aa15,Rose,2,3,100,1.00,,20231213-163925.208
ord3755,aa14,Rose,1,2,100,1.00,,20231213-163925.208
ord3753,aa15,Rose,2,3,100,1.00,,20231213-163925.208
ord3756,aa15,Rose,2,0,300,1.00,,20231213-163925.208
ord3757,aa16,Rose,1,2,100,1.00,,20231213-163925.208
ord3756,aa15,Rose,2,3,100,1.00,,20231213-163925.208
ord3758,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.208
ord3759,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.208
ord3760,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.208
ord3761,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.208
ord3762,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.208
ord3763,aa13,Rose,2,0,100,55.00,,20231213-163925.208
ord3764,aa14,Rose,2,0,100,45.00,,20231213-163925.209
ord3765,aa15,Rose,1,2,100,1.00,,20231213-163925.209
ord3756,aa15,Rose,2,3,100,1.00,,20231213-163925.209
ord3766,aa13,Rose,2,0,100,55.00,,20231213-163925.209
ord3767,aa14,Rose,2,0,100,45.00,,20231213-163925.209
ord3768,aa15,Rose,1,3,100,1.00,,20231213-163925.209
ord3756,aa15,Rose,2,2,100,1.00,,20231213-163925.209
ord3768,aa15,Rose,1,2,100,1.00,,20231213-163925.209
ord3753,aa15,Rose,2,2,100,1.00,,20231213-163925.209
ord3769,aa13,Rose,1,2,100,45.00,,20231213-163925.209
ord3767,aa14,Rose,2,2,100,45.00,,20231213-163925.209
ord3770,aa14,Rose,1,2,100,45.00,,20231213-163925.209
ord3764,aa14,Rose,2,2,100,45.00,,20231213-163925.209
ord3771,aa15,Rose,2,0,300,1.00,,20231213-163925.210
ord3772,aa13,Rose,1,2,100,1.00,,20231213-163925.210
ord3771,aa15,Rose,2,3,100,1.00,,20231213-163925.210
ord3773,aa14,Rose,1,2,100,1.00,,20231213-163925.210
ord3771,aa15,Rose,2,3,100,1.00,,20231213-163925.210
ord3774,aa15,Rose,2,0,300,1.00,,20231213-163925.210
ord3775,aa16,Rose,1,2,100,1.00,,20231213-163925.210
ord3774,aa15,Rose,2,3,100,1.00,,20231213-163925.210
ord3776,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.210
ord3777,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.210
ord3778,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.210
ord3779,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.210
ord3780,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.210
ord3781,aa13,Rose,2,0,100,55.00,,20231213-163925.210
ord3782,aa14,Rose,2,0,100,45.00,,20231213-163925.211
ord3783,aa15,Rose,1,2,100,1.00,,20231213-163925.211
ord3774,aa15,Rose,2,3,100,1.00,,20231213-163925.211
ord3784,aa13,Rose,2,0,100,55.00,,20231213-163925.211
ord3785,aa14,Rose,2,0,100,45.00,,20231213-163925.211
ord3786,aa15,Rose,1,3,100,1.00,,20231213-163925.211
ord3774,aa15,Rose,2,2,100,1.00,,20231213-163925.211
ord3786,aa15,Rose,1,2,100,1.00,,20231213-163925.211
ord3771,aa15,Rose,2,2,100,1.00,,20231213-163925.211
ord3787,aa13,Rose,1,2,100,45.00,,20231213-163925.211
ord3785,aa14,Rose,2,2,100,45.00,,20231213-163925.211
ord3788,aa14,Rose,1,2,100,45.00,,20231213-163925.211
ord3782,aa14,Rose,2,2,100,45.00,,20231213-163925.211
ord3789,aa15,Rose,2,0,300,1.00,,20231213-163925.212
ord3790,aa13,Rose,1,2,100,1.00,,20231213-163925.212
ord3789,aa15,Rose,2,3,100,1.00,,20231213-163925.212
ord3791,aa14,Rose,1,2,100,1.00,,20231213-163925.212
ord3789,aa15,Rose,2,3,100,1.00,,20231213-163925.212
ord3792,aa15,Rose,2,0,300,1.00,,20231213-163925.212
ord3793,aa16,Rose,1,2,100,1.00,,20231213-163925.212
ord3792,aa15,Rose,2,3,100,1.00,,20231213-163925.212
ord3794,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.212
ord3795,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.212
ord3796,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.212
ord3797,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.212
ord3798,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.212
ord3799,aa13,Rose,2,0,100,55.00,,20231213-163925.212
ord3800,aa14,Rose,2,0,100,45.00,,20231213-163925.212
ord3801,aa15,Rose,1,2,100,1.00,,20231213-163925.212
ord3792,aa15,Rose,2,3,100,1.00,,20231213-163925.212
ord3802,aa13,Rose,2,0,100,55.00,,20231213-163925.213
ord3803,aa14,Rose,2,0,100,45.00,,20231213-163925.213
ord3804,aa15,Rose,1,3,100,1.00,,20231213-163925.213
ord3792,aa15,Rose,2,2,100,1.00,,20231213-163925.213
ord3804,aa15,Rose,1,2,100,1.00,,20231213-163925.213
ord3789,aa15,Rose,2,2,100,1.00,,20231213-163925.213
ord3805,aa13,Rose,1,2,100,45.00,,20231213-163925.213
ord3803,aa14,Rose,2,2,100,45.00,,20231213-163925.213
ord3806,aa14,Rose,1,2,100,45.00,,20231213-163925.213
ord3800,aa14,Rose,2,2,100,45.00,,20231213-163925.213
ord3807,aa15,Rose,2,0,300,1.00,,20231213-163925.213
ord3808,aa13,Rose,1,2,100,1.00,,20231213-163925.213
ord3807,aa15,Rose,2,3,100,1.00,,20231213-163925.213
ord3809,aa14,Rose,1,2,100,1.00,,20231213-163925.213
ord3807,aa15,Rose,2,3,100,1.00,,20231213-163925.213
ord3810,aa15,Rose,2,0,300,1.00,,20231213-163925.214
ord3811,aa16,Rose,1,2,100,1.00,,20231213-163925.214
ord3810,aa15,Rose,2,3,100,1.00,,20231213-163925.214
ord3812,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.214
ord3813,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.214
ord3814,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.214
ord3815,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.214
ord3816,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.214
ord3817,aa13,Rose,2,0,100,55.00,,20231213-163925.214
ord3818,aa14,Rose,2,0,100,45.00,,20231213-163925.214
ord3819,aa15,Rose,1,2,100,1.00,,20231213-163925.214
ord3810,aa15,Rose,2,3,100,1.00,,20231213-163925.214
ord3820,aa13,Rose,2,0,100,55.00,,20231213-163925.215
ord3821,aa14,Rose,2,0,100,45.00,,20231213-163925.215
ord3822,aa15,Rose,1,3,100,1.00,,20231213-163925.215
ord3810,aa15,Rose,2,2,100,1.00,,20231213-163925.215
ord3822,aa15,Rose,1,2,100,1.00,,20231213-163925.215
ord3807,aa15,Rose,2,2,100,1.00,,20231213-163925.215
ord3823,aa13,Rose,1,2,100,45.00,,20231213-163925.215
ord3821,aa14,Rose,2,2,100,45.00,,20231213-163925.215
ord3824,aa14,Rose,1,2,100,45.00,,20231213-163925.215
ord3818,aa14,Rose,2,2,100,45.00,,20231213-163925.215
ord3825,aa15,Rose,2,0,300,1.00,,20231213-163925.215
ord3826,aa13,Rose,1,2,100,1.00,,20231213-163925.215
ord3825,aa15,Rose,2,3,100,1.00,,20231213-163925.215
ord3827,aa14,Rose,1,2,100,1.00,,20231213-163925.215
ord3825,aa15,Rose,2,3,100,1.00,,20231213-163925.215
ord3828,aa15,Rose,2,0,300,1.00,,20231213-163925.216
ord3829,aa16,Rose,1,2,100,1.00,,20231213-163925.216
ord3828,aa15,Rose,2,3,100,1.00,,20231213-163925.216
ord3830,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.216
ord3831,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.216
ord3832,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.216
ord3833,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.216
ord3834,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.216
ord3835,aa13,Rose,2,0,100,55.00,,20231213-163925.216
ord3836,aa14,Rose,2,0,100,45.00,,20231213-163925.216
ord3837,aa15,Rose,1,2,100,1.00,,20231213-163925.216
ord3828,aa15,Rose,2,3,100,1.00,,20231213-163925.216
ord3838,aa13,Rose,2,0,100,55.00,,20231213-163925.216
ord3839,aa14,Rose,2,0,100,45.00,,20231213-163925.217
ord3840,aa15,Rose,1,3,100,1.00,,20231213-163925.217
ord3828,aa15,Rose,2,2,100,1.00,,20231213-163925.217
ord3840,aa15,Rose,1,2,100,1.00,,20231213-163925.217
ord3825,aa15,Rose,2,2,100,1.00,,20231213-163925.217
ord3841,aa13,Rose,1,2,100,45.00,,20231213-163925.217
ord3839,aa14,Rose,2,2,100,45.00,,20231213-163925.217
ord3842,aa14,Rose,1,2,100,45.00,,20231213-163925.217
ord3836,aa14,Rose,2,2,100,45.00,,20231213-163925.217
ord3843,aa15,Rose,2,0,300,1.00,,20231213-163925.217
ord3844,aa13,Rose,1,2,100,1.00,,20231213-163925.217
ord3843,aa15,Rose,2,3,100,1.00,,20231213-163925.217
ord3845,aa14,Rose,1,2,100,1.00,,20231213-163925.217
ord3843,aa15,Rose,2,3,100,1.00,,20231213-163925.217
ord3846,aa15,Rose,2,0,300,1.00,,20231213-163925.217
ord3847,aa16,Rose,1,2,100,1.00,,20231213-163925.217
ord3846,aa15,Rose,2,3,100,1.00,,20231213-163925.217
ord3848,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.217
ord3849,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.217
ord3850,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.217
ord3851,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.217
ord3852,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.217
ord3853,aa13,Rose,2,0,100,55.00,,20231213-163925.218
ord3854,aa14,Rose,2,0,100,45.00,,20231213-163925.218
ord3855,aa15,Rose,1,2,100,1.00,,20231213-163925.218
ord3846,aa15,Rose,2,3,100,1.00,,20231213-163925.218
ord3856,aa13,Rose,2,0,100,55.00,,20231213-163925.218
ord3857,aa14,Rose,2,0,100,45.00,,20231213-163925.219
ord3858,aa15,Rose,1,3,100,1.00,,20231213-163925.219
ord3846,aa15,Rose,2,2,100,1.00,,20231213-163925.219
ord3858,aa15,Rose,1,2,100,1.00,,20231213-163925.219
ord3843,aa15,Rose,2,2,100,1.00,,20231213-163925.219
ord3859,aa13,Rose,1,2,100,45.00,,20231213-163925.219
ord3857,aa14,Rose,2,2,100,45.00,,20231213-163925.219
ord3860,aa14,Rose,1,2,100,45.00,,20231213-163925.219
ord3854,aa14,Rose,2,2,100,45.00,,20231213-163925.219
ord3861,aa15,Rose,2,0,300,1.00,,20231213-163925.219
ord3862,aa13,Rose,1,2,100,1.00,,20231213-163925.219
ord3861,aa15,Rose,2,3,100,1.00,,20231213-163925.219
ord3863,aa14,Rose,1,2,100,1.00,,20231213-163925.219
ord3861,aa15,Rose,2,3,100,1.00,,20231213-163925.219
ord3864,aa15,Rose,2,0,300,1.00,,20231213-163925.219
ord3865,aa16,Rose,1,2,100,1.00,,20231213-163925.219
ord3864,aa15,Rose,2,3,100,1.00,,20231213-163925.219
ord3866,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.219
ord3867,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.219
ord3868,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.219
ord3869,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.219
ord3870,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.219
ord3871,aa13,Rose,2,0,100,55.00,,20231213-163925.220
ord3872,aa14,Rose,2,0,100,45.00,,20231213-163925.220
ord3873,aa15,Rose,1,2,100,1.00,,20231213-163925.220
ord3864,aa15,Rose,2,3,100,1.00,,20231213-163925.220
ord3874,aa13,Rose,2,0,100,55.00,,20231213-163925.220
ord3875,aa14,Rose,2,0,100,45.00,,20231213-163925.221
ord3876,aa15,Rose,1,3,100,1.00,,20231213-163925.221
ord3864,aa15,Rose,2,2,100,1.00,,20231213-163925.221
ord3876,aa15,Rose,1,2,100,1.00,,20231213-163925.221
ord3861,aa15,Rose,2,2,100,1.00,,20231213-163925.221
ord3877,aa13,Rose,1,2,100,45.00,,20231213-163925.221
ord3875,aa14,Rose,2,2,100,45.00,,20231213-163925.221
ord3878,aa14,Rose,1,2,100,45.00,,20231213-163925.221
ord3872,aa14,Rose,2,2,100,45.00,,20231213-163925.221
ord3879,aa15,Rose,2,0,300,1.00,,20231213-163925.221
ord3880,aa13,Rose,1,2,100,1.00,,20231213-163925.221
ord3879,aa15,Rose,2,3,100,1.00,,20231213-163925.221
ord3881,aa14,Rose,1,2,100,1.00,,20231213-163925.221
ord3879,aa15,Rose,2,3,100,1.00,,20231213-163925.221
ord3882,aa15,Rose,2,0,300,1.00,,20231213-163925.221
ord3883,aa16,Rose,1,2,100,1.00,,20231213-163925.221
ord3882,aa15,Rose,2,3,100,1.00,,20231213-163925.221
ord3884,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.221
ord3885,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.221
ord3886,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.221
ord3887,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.221
ord3888,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.221
ord3889,aa13,Rose,2,0,100,55.00,,20231213-163925.222
ord3890,aa14,Rose,2,0,100,45.00,,20231213-163925.222
ord3891,aa15,Rose,1,2,100,1.00,,20231213-163925.222
ord3882,aa15,Rose,2,3,100,1.00,,20231213-163925.222
ord3892,aa13,Rose,2,0,100,55.00,,20231213-163925.222
ord3893,aa14,Rose,2,0,100,45.00,,20231213-163925.222
ord3894,aa15,Rose,1,3,100,1.00,,20231213-163925.222
ord3882,aa15,Rose,2,2,100,1.00,,20231213-163925.222
ord3894,aa15,Rose,1,2,100,1.00,,20231213-163925.223
ord3879,aa15,Rose,2,2,100,1.00,,20231213-163925.223
ord3895,aa13,Rose,1,2,100,45.00,,20231213-163925.223
ord3893,aa14,Rose,2,2,100,45.00,,20231213-163925.223
ord3896,aa14,Rose,1,2,100,45.00,,20231213-163925.223
ord3890,aa14,Rose,2,2,100,45.00,,20231213-163925.223
ord3897,aa15,Rose,2,0,300,1.00,,20231213-163925.223
ord3898,aa13,Rose,1,2,100,1.00,,20231213-163925.223
ord3897,aa15,Rose,2,3,100,1.00,,20231213-163925.223
ord3899,aa14,Rose,1,2,100,1.00,,20231213-163925.223
ord3897,aa15,Rose,2,3,100,1.00,,20231213-163925.223
ord3900,aa15,Rose,2,0,300,1.00,,20231213-163925.223
ord3901,aa16,Rose,1,2,100,1.00,,20231213-163925.223
ord3900,aa15,Rose,2,3,100,1.00,,20231213-163925.223
ord3902,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.223
ord3903,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.223
ord3904,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.223
ord3905,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.223
ord3906,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.223
ord3907,aa13,Rose,2,0,100,55.00,,20231213-163925.223
ord3908,aa14,Rose,2,0,100,45.00,,20231213-163925.224
ord3909,aa15,Rose,1,2,100,1.00,,20231213-163925.224
ord3900,aa15,Rose,2,3,100,1.00,,20231213-163925.224
ord3910,aa13,Rose,2,0,100,55.00,,20231213-163925.224
ord3911,aa14,Rose,2,0,100,45.00,,20231213-163925.224
ord3912,aa15,Rose,1,3,100,1.00,,20231213-163925.224
ord3900,aa15,Rose,2,2,100,1.00,,20231213-163925.224
ord3912,aa15,Rose,1,2,100,1.00,,20231213-163925.224
ord3897,aa15,Rose,2,2,100,1.00,,20231213-163925.224
ord3913,aa13,Rose,1,2,100,45.00,,20231213-163925.224
ord3911,aa14,Rose,2,2,100,45.00,,20231213-163925.224
ord3914,aa14,Rose,1,2,100,45.00,,20231213-163925.224
ord3908,aa14,Rose,2,2,100,45.00,,20231213-163925.224
ord3915,aa15,Rose,2,0,300,1.00,,20231213-163925.225
ord3916,aa13,Rose,1,2,100,1.00,,20231213-163925.225
ord3915,aa15,Rose,2,3,100,1.00,,20231213-163925.225
ord3917,aa14,Rose,1,2,100,1.00,,20231213-163925.225
ord3915,aa15,Rose,2,3,100,1.00,,20231213-163925.225
ord3918,aa15,Rose,2,0,300,1.00,,20231213-163925.225
ord3919,aa16,Rose,1,2,100,1.00,,20231213-163925.225
ord3918,aa15,Rose,2,3,100,1.00,,20231213-163925.225
ord3920,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.225
ord3921,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.225
ord3922,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.225
ord3923,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.225
ord3924,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.225
ord3925,aa13,Rose,2,0,100,55.00,,20231213-163925.225
ord3926,aa14,Rose,2,0,100,45.00,,20231213-163925.226
ord3927,aa15,Rose,1,2,100,1.00,,20231213-163925.226
ord3918,aa15,Rose,2,3,100,1.00,,20231213-163925.226
ord3928,aa13,Rose,2,0,100,55.00,,20231213-163925.226
ord3929,aa14,Rose,2,0,100,45.00,,20231213-163925.227
ord3930,aa15,Rose,1,3,100,1.00,,20231213-163925.227
ord3918,aa15,Rose,2,2,100,1.00,,20231213-163925.227
ord3930,aa15,Rose,1,2,100,1.00,,20231213-163925.227
ord3915,aa15,Rose,2,2,100,1.00,,20231213-163925.227
ord3931,aa13,Rose,1,2,100,45.00,,20231213-163925.227
ord3929,aa14,Rose,2,2,100,45.00,,20231213-163925.227
ord3932,aa14,Rose,1,2,100,45.00,,20231213-163925.227
ord3926,aa14,Rose,2,2,100,45.00,,20231213-163925.227
ord3933,aa15,Rose,2,0,300,1.00,,20231213-163925.227
ord3934,aa13,Rose,1,2,100,1.00,,20231213-163925.227
ord3933,aa15,Rose,2,3,100,1.00,,20231213-163925.227
ord3935,aa14,Rose,1,2,100,1.00,,20231213-163925.227
ord3933,aa15,Rose,2,3,100,1.00,,20231213-163925.227
ord3936,aa15,Rose,2,0,300,1.00,,20231213-163925.227
ord3937,aa16,Rose,1,2,100,1.00,,20231213-163925.227
ord3936,aa15,Rose,2,3,100,1.00,,20231213-163925.227
ord3938,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.227
ord3939,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.227
ord3940,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.227
ord3941,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.227
ord3942,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.227
ord3943,aa13,Rose,2,0,100,55.00,,20231213-163925.228
ord3944,aa14,Rose,2,0,100,45.00,,20231213-163925.228
ord3945,aa15,Rose,1,2,100,1.00,,20231213-163925.228
ord3936,aa15,Rose,2,3,100,1.00,,20231213-163925.228
ord3946,aa13,Rose,2,0,100,55.00,,20231213-163925.228
ord3947,aa14,Rose,2,0,100,45.00,,20231213-163925.229
ord3948,aa15,Rose,1,3,100,1.00,,20231213-163925.229
ord3936,aa15,Rose,2,2,100,1.00,,20231213-163925.229
ord3948,aa15,Rose,1,2,100,1.00,,20231213-163925.229
ord3933,aa15,Rose,2,2,100,1.00,,20231213-163925.229
ord3949,aa13,Rose,1,2,100,45.00,,20231213-163925.229
ord3947,aa14,Rose,2,2,100,45.00,,20231213-163925.229
ord3950,aa14,Rose,1,2,100,45.00,,20231213-163925.229
ord3944,aa14,Rose,2,2,100,45.00,,20231213-163925.229
ord3951,aa15,Rose,2,0,300,1.00,,20231213-163925.229
ord3952,aa13,Rose,1,2,100,1.00,,20231213-163925.229
ord3951,aa15,Rose,2,3,100,1.00,,20231213-163925.229
ord3953,aa14,Rose,1,2,100,1.00,,20231213-163925.229
ord3951,aa15,Rose,2,3,100,1.00,,20231213-163925.229
ord3954,aa15,Rose,2,0,300,1.00,,20231213-163925.229
ord3955,aa16,Rose,1,2,100,1.00,,20231213-163925.229
ord3954,aa15,Rose,2,3,100,1.00,,20231213-163925.229
ord3956,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.229
ord3957,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.229
ord3958,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.229
ord3959,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.229
ord3960,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.229
ord3961,aa13,Rose,2,0,100,55.00,,20231213-163925.230
ord3962,aa14,Rose,2,0,100,45.00,,20231213-163925.230
ord3963,aa15,Rose,1,2,100,1.00,,20231213-163925.230
ord3954,aa15,Rose,2,3,100,1.00,,20231213-163925.230
ord3964,aa13,Rose,2,0,100,55.00,,20231213-163925.230
ord3965,aa14,Rose,2,0,100,45.00,,20231213-163925.231
ord3966,aa15,Rose,1,3,100,1.00,,20231213-163925.231
ord3954,aa15,Rose,2,2,100,1.00,,20231213-163925.231
ord3966,aa15,Rose,1,2,100,1.00,,20231213-163925.231
ord3951,aa15,Rose,2,2,100,1.00,,20231213-163925.231
ord3967,aa13,Rose,1,2,100,45.00,,20231213-163925.231
ord3965,aa14,Rose,2,2,100,45.00,,20231213-163925.231
ord3968,aa14,Rose,1,2,100,45.00,,20231213-163925.231
ord3962,aa14,Rose,2,2,100,45.00,,20231213-163925.231
ord3969,aa15,Rose,2,0,300,1.00,,20231213-163925.231
ord3970,aa13,Rose,1,2,100,1.00,,20231213-163925.231
ord3969,aa15,Rose,2,3,100,1.00,,20231213-163925.231
ord3971,aa14,Rose,1,2,100,1.00,,20231213-163925.231
ord3969,aa15,Rose,2,3,100,1.00,,20231213-163925.231
ord3972,aa15,Rose,2,0,300,1.00,,20231213-163925.231
ord3973,aa16,Rose,1,2,100,1.00,,20231213-163925.231
ord3972,aa15,Rose,2,3,100,1.00,,20231213-163925.231
ord3974,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.231
ord3975,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.231
ord3976,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.231
ord3977,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.231
ord3978,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.231
ord3979,aa13,Rose,2,0,100,55.00,,20231213-163925.232
ord3980,aa14,Rose,2,0,100,45.00,,20231213-163925.232
ord3981,aa15,Rose,1,2,100,1.00,,20231213-163925.232
ord3972,aa15,Rose,2,3,100,1.00,,20231213-163925.232
ord3982,aa13,Rose,2,0,100,55.00,,20231213-163925.232
ord3983,aa14,Rose,2,0,100,45.00,,20231213-163925.233
ord3984,aa15,Rose,1,3,100,1.00,,20231213-163925.233
ord3972,aa15,Rose,2,2,100,1.00,,20231213-163925.233
ord3984,aa15,Rose,1,2,100,1.00,,20231213-163925.233
ord3969,aa15,Rose,2,2,100,1.00,,20231213-163925.233
ord3985,aa13,Rose,1,2,100,45.00,,20231213-163925.233
ord3983,aa14,Rose,2,2,100,45.00,,20231213-163925.233
ord3986,aa14,Rose,1,2,100,45.00,,20231213-163925.233
ord3980,aa14,Rose,2,2,100,45.00,,20231213-163925.233
ord3987,aa15,Rose,2,0,300,1.00,,20231213-163925.233
ord3988,aa13,Rose,1,2,100,1.00,,20231213-163925.233
ord3987,aa15,Rose,2,3,100,1.00,,20231213-163925.233
ord3989,aa14,Rose,1,2,100,1.00,,20231213-163925.233
ord3987,aa15,Rose,2,3,100,1.00,,20231213-163925.233
ord3990,aa15,Rose,2,0,300,1.00,,20231213-163925.233
ord3991,aa16,Rose,1,2,100,1.00,,20231213-163925.233
ord3990,aa15,Rose,2,3,100,1.00,,20231213-163925.233
ord3992,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.233
ord3993,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.233
ord3994,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.233
ord3995,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.233
ord3996,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.233
ord3997,aa13,Rose,2,0,100,55.00,,20231213-163925.234
ord3998,aa14,Rose,2,0,100,45.00,,20231213-163925.234
ord3999,aa15,Rose,1,2,100,1.00,,20231213-163925.234
ord3990,aa15,Rose,2,3,100,1.00,,20231213-163925.234
ord4000,aa13,Rose,2,0,100,55.00,,20231213-163925.234
ord4001,aa14,Rose,2,0,100,45.00,,20231213-163925.235
ord4002,aa15,Rose,1,3,100,1.00,,20231213-163925.235
ord3990,aa15,Rose,2,2,100,1.00,,20231213-163925.235
ord4002,aa15,Rose,1,2,100,1.00,,20231213-163925.235
ord3987,aa15,Rose,2,2,100,1.00,,20231213-163925.235
ord4003,aa13,Rose,1,2,100,45.00,,20231213-163925.235
ord4001,aa14,Rose,2,2,100,45.00,,20231213-163925.235
ord4004,aa14,Rose,1,2,100,45.00,,20231213-163925.235
ord3998,aa14,Rose,2,2,100,45.00,,20231213-163925.235
ord4005,aa15,Rose,2,0,300,1.00,,20231213-163925.235
ord4006,aa13,Rose,1,2,100,1.00,,20231213-163925.235
ord4005,aa15,Rose,2,3,100,1.00,,20231213-163925.235
ord4007,aa14,Rose,1,2,100,1.00,,20231213-163925.235
ord4005,aa15,Rose,2,3,100,1.00,,20231213-163925.235
ord4008,aa15,Rose,2,0,300,1.00,,20231213-163925.235
ord4009,aa16,Rose,1,2,100,1.00,,20231213-163925.235
ord4008,aa15,Rose,2,3,100,1.00,,20231213-163925.235
ord4010,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.235
ord4011,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.235
ord4012,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.235
ord4013,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.235
ord4014,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.235
ord4015,aa13,Rose,2,0,100,55.00,,20231213-163925.236
ord4016,aa14,Rose,2,0,100,45.00,,20231213-163925.236
ord4017,aa15,Rose,1,2,100,1.00,,20231213-163925.236
